,name,facebook,twitter,instagram,pinterest
310,BOE Technology Group,https://m.facebook.com/pages/BOE-Technology-Group/518781098196959/,https://twitter.com/boetechnology,https://www.instagram.com/boeamerica/?hl=it,
311,Blackstone,https://it-it.facebook.com/blackstone/,https://twitter.com/blackstone,https://www.instagram.com/blackstone/,https://www.pinterest.com/donnah251/blackstone-grill/
312,American Electric,https://www.facebook.com/americanelectricpower/,https://twitter.com/aepnews,https://www.instagram.com/aepowercorp/?hl=it,
313,Macquarie Group,https://it-it.facebook.com/MacquarieGroup/,https://twitter.com/macquarie,https://www.instagram.com/macquariegroup/,https://www.pinterest.it/pin/678214025104409570/
314,Marubeni,https://www.facebook.com/marubeni.jp/,https://twitter.com/search?q=%23marubeni,https://www.instagram.com/explore/locations/501053635/marubeni/,https://www.pinterest.com/pin/839147343042283518/
315,Swiss Re,https://www.facebook.com/SwissReGroup/,https://twitter.com/swissre,https://www.instagram.com/swiss_re_group/?hl=it,https://www.pinterest.it/pin/507499451739028063/
316,EOG Resources,https://m.facebook.com/profile.php?id=146571268720881,https://twitter.com/eog_news,https://www.instagram.com/explore/locations/1004984949/united-states/oklahoma-city-oklahoma/eog-resources/,https://www.pinterest.com/sdialjones/eog/
317,CNP Assurances,https://www.facebook.com/cnpassurances.officiel/,https://twitter.com/cnp_assurances,https://www.instagram.com/cnp_assurances/?hl=it,https://in.pinterest.com/pin/276197389619778343/
318,Automatic Data Processing,https://www.facebook.com/AutomaticDataProcessingAdp/,https://twitter.com/adp,https://www.instagram.com/explore/locations/13592743/adp-automatic-data-processing-inc/,https://www.pinterest.com/ADP
319,Phillips 66,https://it-it.facebook.com/Phillips66Co/,https://twitter.com/phillips66co,https://www.instagram.com/phillips66co/,https://www.pinterest.com/jesusismylord01/phillips-66/
320,Tyson Foods,https://www.facebook.com/TysonFoods/,https://twitter.com/tysonfoods,https://www.instagram.com/tysonfoods/,https://www.pinterest.com/TysonFoods/
321,Repsol,https://it-it.facebook.com/repsol/,https://twitter.com/hrc_motogp,https://www.instagram.com/repsol/,
322,Sumitomo,https://www.facebook.com/sumitomocorporation.global/,https://twitter.com/sumitomodrives,https://www.instagram.com/sumitomochemicalitalia/?hl=it,https://www.pinterest.com/pin/578923727093330416/
323,Holcim,https://www.facebook.com/holcim.ltd/,https://twitter.com/holcim,https://www.instagram.com/holcim.ltd/,https://www.pinterest.it/pin/405324035188857582/
324,Altria Group,https://m.facebook.com/profile.php?id=112495225428338,https://twitter.com/altrianews,https://www.instagram.com/explore/locations/147856125304229/altria-group/,https://www.pinterest.com/kdividends/altria-group/
325,Applied Materials,https://it-it.facebook.com/AppliedMaterialsInc/,https://twitter.com/applied4tech,https://www.instagram.com/applied__materials/,https://www.pinterest.com/marli8716/applied-materials/
326,Daimler Truck Holding,https://www.facebook.com/DaimlerTruckAG/,https://mobile.twitter.com/daimlertruck,https://www.instagram.com/daimlertruck_ag/,
327,Zijin Mining Group,https://it-it.facebook.com/AGMZijin/,https://twitter.com/markets/status/1542932342037159940,https://www.instagram.com/zijin.id/channel/,https://www.pinterest.com/pin/180144053832057930/
328,The Saudi National Bank,https://www.facebook.com/SNBAlAhli/,https://mobile.twitter.com/saudinationai,https://www.instagram.com/snbalahli/?hl=it,
329,Richemont,https://it-it.facebook.com/RichemontClubItalia/,https://twitter.com/search?q=%23richemont,https://www.instagram.com/richemontsa/?hl=it,https://www.pinterest.it/fredericloizeau/
330,Kering,https://it-it.facebook.com/keringgroup/,https://twitter.com/keringgroup,https://www.instagram.com/kering_official/,
331,Saudi Electricity,https://www.facebook.com/people/Saudi-Electricity-Company-SEC/100070132982718/,https://twitter.com/sec_ksa,https://www.instagram.com/explore/locations/239211592/jeddah-saudi-arabia/saudi-electricity-company/,
332,Danone,https://it-it.facebook.com/Danone/,https://twitter.com/danone,https://www.instagram.com/danoneofficial/?hl=it,https://www.pinterest.com/danonegroup/
333,Nippon Steel,https://www.facebook.com/nippon.steel.5/,https://twitter.com/nipponsteel,https://www.instagram.com/explore/locations/811122561/nippon-steel-sumitomo-metal-corporation-kashima-japan/?hl=it,https://www.pinterest.com/pin/blast-furnace-of-nippon-steel-kimitsu-works--279786195570267088/
334,LG Chem,https://www.facebook.com/LGChem/,https://twitter.com/lgchemess,https://www.instagram.com/lg__chem/?hl=it,https://www.pinterest.it/pin/44332377568401067/
335,Discover Financial Services,https://www.facebook.com/discover/,https://twitter.com/discover,https://www.instagram.com/discover/,https://www.pinterest.com/pin/839147343048318274/
336,Couche Tard,https://it-it.facebook.com/CoucheTardQc/,https://twitter.com/couchetardqc,https://www.instagram.com/couchetardqc/,https://www.pinterest.com/pin/421086633906021182/
337,Huaxia Bank,https://m.facebook.com/profile.php?id=107969399235790,https://twitter.com/huaxiafinance,https://www.instagram.com/explore/locations/366501203547063/huaxia-bank-tower/,
338,NN Group,https://www.facebook.com/nngroup/,https://twitter.com/nn_group,https://www.instagram.com/nngux/,
339,Fannie Mae,https://www.facebook.com/fanniemae/,https://twitter.com/fanniemae,https://www.instagram.com/officialfanniemae/,https://www.pinterest.com/officialfanniemae/
340,Fresenius,https://m.facebook.com/fresenius.group?locale2=it_IT,https://twitter.com/fresenius,https://www.instagram.com/fresenius.group/,https://www.pinterest.com/FreseniusKidneyCarePins/
341,Marsh & McLennan,https://www.marsh.com/it/it/home.html,https://www.marsh.com/it/it/home.html,https://www.marsh.com/it/it/home.html,https://www.marsh.com/it/it/home.html
342,Ameriprise Financial,https://www.facebook.com/Ameriprise/,https://twitter.com/ameriprise,https://www.instagram.com/ameriprise/?hl=it,https://www.pinterest.com/pin/37647346874499782/
343,Becton Dickinson,https://www.facebook.com/BectonDickinsonandCo/,https://twitter.com/bdandco,https://www.instagram.com/explore/locations/244362545/united-states/franklin-lakes-new-jersey/bd-becton-dickinson-and-company/,https://www.pinterest.com/pin/bd-becton-dickinson--36380709460527144/
344,Panasonic,https://it-it.facebook.com/PanasonicItalia/,https://twitter.com/panasonic,https://www.instagram.com/panasonic_italia/,https://www.pinterest.com/panasonicitalia/
345,MS&AD Insurance,https://it.wikipedia.org/wiki/Ms,https://it.wikipedia.org/wiki/Ms,https://it.wikipedia.org/wiki/Ms,https://it.wikipedia.org/wiki/Ms
346,Orix,https://www.facebook.com/orixtours.viaggiparma/,https://twitter.com/oryxspioenkop,https://www.instagram.com/ehcsroq/?hl=it,
347,Citic Securities,https://m.facebook.com/profile.php?id=105595596142031,https://twitter.com/citicsecurities,https://www.instagram.com/p/Cf5LtsZJMmX/,https://www.pinterest.com/pin/735283076640787534/
348,First Abu Dhabi Bank,https://www.facebook.com/FAB/,https://twitter.com/fabconnects,https://www.instagram.com/fabconnects/?hl=it,https://www.pinterest.com/bankfab/
349,BCE,https://m.facebook.com/profile.php?id=112031962146837,https://twitter.com/ecb,https://www.instagram.com/europeancentralbank/,https://www.pinterest.it/pin/285697170099693383/
350,Schlumberger,https://www.facebook.com/people/Schlumberger/100064899674206/,https://twitter.com/hashtag/schlumberger,https://www.instagram.com/schlumberger_crew/?hl=it,https://www.pinterest.com/lyrinosuke/jean-schlumberger-and-tiffany/
351,Texas Instruments,https://www.facebook.com/texasinstruments/,https://twitter.com/txinstruments,https://www.instagram.com/txinstruments/,https://www.pinterest.com/ticalculators/
352,Bank Rakyat Indonesia (BRI),https://www.facebook.com/BRIofficialpage/,https://twitter.com/bankbri_id,https://www.instagram.com/bankbri_id/,https://www.pinterest.com/pin/268456827775549682/
353,Standard Chartered,https://www.facebook.com/StandardChartered/,https://twitter.com/stanchart,https://www.instagram.com/stanchart/?hl=it,https://www.pinterest.com/salisui/standard-chartered/
354,CRH,https://it-it.facebook.com/CRHAmericas/,https://mobile.twitter.com/crh_americas,https://www.instagram.com/crh_americas/?hl=it,https://www.pinterest.it/contestarock/crh-events/
355,Bank of Beijing,https://m.facebook.com/profile.php?id=112028592143802,https://twitter.com/CGTNOfficial/status/1595205494829854722,https://www.instagram.com/explore/tags/bankofbeijing/,
356,Paramount,https://www.facebook.com/paramountpicturesIT/,https://twitter.com/paramountpics,https://www.instagram.com/paramountpics/,https://www.pinterest.com/paramountpics/
357,Bank Of Jiangsu,https://ms-my.facebook.com/places/Bank-di-Suzhou-Jiangsu/111090802249537/133576170041936/,https://twitter.com/ResearchPool/status/1020215037108019200,https://www.instagram.com/explore/locations/269763881/thailand/bangkok-thailand/bank-of-china/?hl=it,
358,DuPont de Nemours,https://m.facebook.com/profile.php?id=106285929410693,https://twitter.com/dupont_news,https://www.instagram.com/explore/locations/1015771182/dupont-de-nemours-deutschland-gmbh-werk-uentrop?hl=it,https://www.pinterest.it/pin/515591857318596216/
359,Gree Electric Appliances,https://it-it.facebook.com/greeglobal/,https://twitter.com/gzhuhai,https://www.instagram.com/gree_global/,https://www.pinterest.com/pin/gree-electric-appliances-is-the-worlds-largest-specialised-air-conditioning-enterprise-with-nine-manufacturing-plants--414331234443234760/
360,Indian Oil,https://www.facebook.com/IndianOilCorpLimited/,https://twitter.com/indianoilcl,https://www.instagram.com/indianoilcorp/?hl=it,https://in.pinterest.com/bccmarcom/indian-oil/
361,Dollar General,https://it-it.facebook.com/dollargeneral/,https://twitter.com/dollargeneral,https://www.instagram.com/dollargeneral/,https://www.pinterest.com/mydollargeneral/
362,Kraft Heinz Company,https://www.facebook.com/kraftheinzcompany/,https://twitter.com/kraftheinzco,https://www.instagram.com/kraftheinzus/,https://www.pinterest.com/kraftheinz/
363,Wilmar International,https://www.facebook.com/wilmargroup/,https://twitter.com/wilmarintl_inc,https://www.instagram.com/wilmar_international/?hl=it,https://www.pinterest.com/wilmar_international/
364,Freddie Mac,https://www.facebook.com/FreddieMac/,https://twitter.com/freddiemac,https://www.instagram.com/freddiemaccorp/?hl=it,
365,Hewlett Packard Enterprise,https://www.facebook.com/HewlettPackardEnterprise/,https://twitter.com/hpe,https://www.instagram.com/hpe/?hl=it,https://www.pinterest.com/pin/799600108831690385/
366,Japan Tobacco,https://www.facebook.com/groups/58304207248/,https://twitter.com/jti_global,https://www.instagram.com/explore/locations/754135722/japan-tobacco-international/,https://www.pinterest.com/bpagano83/japan-tobacco/
367,Poste Italiane,https://it-it.facebook.com/PosteItaliane/,https://twitter.com/PosteNews?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/posteitaliane/?hl=it,https://www.pinterest.it/posteitaliane/
368,United Overseas Bank,https://www.facebook.com/uob.sg/,https://twitter.com/uob_singapore,https://www.instagram.com/uobgroup/,https://www.pinterest.com/pin/singapore-united-overseas-bank-plaza-one-singapore--346284658840362061/
369,China Unicom,https://it-it.facebook.com/ChinaUnicomGlobal/,https://twitter.com/chinaunicomglob,https://www.instagram.com/explore/locations/129349404080335/china-unicom-global,https://www.pinterest.it/pin/china-unicom-it-industrial-operation-center--196821446197275894/
370,Valero Energy,https://it-it.facebook.com/valeroenergy/,https://twitter.com/valeroenergy,https://www.instagram.com/valeroenergy/?hl=it,https://www.pinterest.com/valeroenergy/
371,CSX,https://www.facebook.com/OfficialCSX/,https://twitter.com/csx,https://www.instagram.com/csx_firenze/,https://www.pinterest.com/xbowler/csx/
372,Danske Bank,https://it-it.facebook.com/DanskeBankDanmark/,https://twitter.com/danskebank_uk,https://www.instagram.com/danske_bank_careers/,https://co.pinterest.com/pin/835840012084099066/
373,Fortescue Metals Group,https://www.facebook.com/fortescuemetalsgroupltd/,https://twitter.com/fortescuenews,https://www.instagram.com/_fortescue_/?hl=it,https://www.pinterest.com/pin/fortescues-integrated-operations-centre-image-fortescue-metals-group--305611524708790289/
374,China Railway Construction,https://www.facebook.com/CRCCNews/,https://mobile.twitter.com/crccnews,https://www.instagram.com/crecofficial/?hl=it,https://www.pinterest.com/pin/505036545705573606/
375,Moderna,https://www.facebook.com/modernatx/,https://twitter.com/moderna_tx,https://www.instagram.com/moderna_tx/,https://www.pinterest.it/cettinaiacono72/casa-moderna/
376,Woolworths,https://www.facebook.com/woolworths/,https://twitter.com/woolworths,https://www.instagram.com/woolworths_au/,https://www.pinterest.com.au/woolworths/
377,Anhui Conch Cement,https://m.facebook.com/profile.php?id=107607785935140,https://twitter.com/directindustry/status/1162741894880878592,https://www.instagram.com/p/BSJkAfIg_qZ/?hl=it,
378,Adobe,https://it-it.facebook.com/Adobe/,https://twitter.com/adobe,https://www.instagram.com/adobe/,https://www.pinterest.com/adobe/
379,Hartford Financial Services,https://it-it.facebook.com/TheHartford/,https://twitter.com/thehartford,https://www.instagram.com/thehartford/,https://www.pinterest.com/thehartfordinsurance/
380,State Street,https://www.facebook.com/StateStreetCorp/,https://twitter.com/statestreet,https://www.instagram.com/explore/locations/20898346/united-states/boston-massachusetts/state-street-corporation/,
381,Al Rajhi Bank,https://it-it.facebook.com/alrajhibank/,https://twitter.com/alrajhibank_en,https://www.instagram.com/alrajhibank/,https://www.pinterest.com/pin/554294666635871268/
382,Power Construction Corporation of China,https://www.facebook.com/PowerChinaOfficial/,https://twitter.com/power_construct,https://www.instagram.com/power_construct/?hl=it,
383,Shin-Etsu Chemical,https://m.facebook.com/profile.php?id=112706352074251,https://twitter.com/shinetsumicrosi,https://www.instagram.com/explore/locations/401868922/ptshin-etsu-polymer-indonesia/,
384,Fiserv,https://it-it.facebook.com/Fiserv/,https://twitter.com/fiserv,https://www.instagram.com/fiserv/,https://www.pinterest.com/pin/390616967673814010/
385,Regeneron Pharmaceuticals,https://it-it.facebook.com/Regeneron/,https://twitter.com/regeneron,https://www.instagram.com/regeneron/,https://www.pinterest.it/pin/490329478161608037/
386,ENEOS Holdings,https://www.facebook.com/eneos/,https://twitter.com/Mikepeeljourno/status/1507262507177500674,https://www.instagram.com/eneos.official/?hl=it,
387,Tata Consultancy Services,https://www.facebook.com/TataConsultancyServices/,https://twitter.com/tcs,https://www.instagram.com/tcsglobal/,https://in.pinterest.com/tcsglobal/
388,Sompo,https://it-it.facebook.com/SompoThailand/photos/,https://twitter.com/universal_sompo,https://www.instagram.com/sompo/,https://www.pinterest.it/pin/458522805817329323/
389,OMV Group,https://www.facebook.com/OMV/,https://twitter.com/omv,https://www.instagram.com/omv/,
390,Swiss Life Holding,https://it-it.facebook.com/SwissLifeSvizzeraItaliana/,https://twitter.com/swisslife_group,https://www.instagram.com/swisslife/,
391,Bank Of Shanghai,https://m.facebook.com/Bank-of-Shanghai-782272921798429/,https://twitter.com/search?q=%23shanghai%2C,https://www.instagram.com/explore/locations/453680435/shanghai-commercial-bank,https://www.pinterest.it/pin/354517801891834648/?amp_client_id=CLIENT_ID(_)&mweb_unauth_id=&simplified=true
392,American Tower,https://www.facebook.com/people/American-Tower-Corporation/100069828408919/,https://twitter.com/americantowerus,https://www.instagram.com/explore/locations/488583/american-tower?hl=it,
393,Pioneer Natural Resources,https://it-it.facebook.com/pioneernaturalresources/,https://twitter.com/pxdtweets,https://www.instagram.com/pxdinstas/?hl=it,
394,Sun Hung Kai Properties,https://m.facebook.com/profile.php?id=108385669192424,https://twitter.com/2iqresearch/status/1440813165428678658,https://www.instagram.com/scallywaghk/?hl=it,https://www.pinterest.com/pin/811070214141360807/
395,Wanhua Chemical Group,https://m.facebook.com/profile.php?id=237058356973704,https://mobile.twitter.com/hashtag/wanhuachemical?src=hash,https://www.instagram.com/gunkem/p/BOWrRvAgUaZ/?hl=it,
396,Sampo,https://it-it.facebook.com/public/Franco-Sampo,https://twitter.com/sampo_plc,https://www.instagram.com/sampo_oyj/?hl=it,
397,China Merchants Shekou Industrial Zone Holdings,https://it.marketscreener.com/quotazioni/azione/CHINA-MERCHANTS-SHEKOU-IN-33296233/societa/,https://twitter.com/dpfza/status/1122901745833840641,https://www.instagram.com/explore/locations/306121433546805/china-merchants-heavy-industry-cmhi/?utm_source=ig_embed&hl=it,https://www.pinterest.com/pin/327566572879331892/
398,Haier Smart Home,https://it-it.facebook.com/QingDaoHaier/,https://mobile.twitter.com/haiersmarthome,https://www.instagram.com/haiersmarthomefsd/,
399,Eaton,https://it-it.facebook.com/eatoncorporation/,https://twitter.com/eatoncorp?lang=it,https://www.instagram.com/eatoncorporationofficial/?hl=it,https://www.pinterest.it/EatonElectrical/
400,SK,https://sk-sk.facebook.com/,https://twitter.com/skgaming,https://www.instagram.com/sk4ever2/,https://sk.pinterest.com/
401,Johnson Controls International,https://it-it.facebook.com/JohnsonControls/,https://twitter.com/johnsoncontrols,https://www.instagram.com/johnsoncontrols/,
402,JBS,https://www.facebook.com/GrupoJBS/,https://twitter.com/jbs_oficial,https://www.instagram.com/nossajbs/?hl=it,
403,Saudi Telecom,https://m.facebook.com/profile.php?id=103764836329619,https://twitter.com/stc_ksa,https://www.instagram.com/explore/locations/402951322/saudi-telecom-company/,https://www.pinterest.com/pin/407435097515982310/
404,Jardine Matheson,https://m.facebook.com/profile.php?id=115104958505123,https://twitter.com/jardinematheson,https://www.instagram.com/explore/locations/228994520911289/jardine-matheson-ltd,
405,Canadian National Railway,https://it-it.facebook.com/CNrail/,https://twitter.com/cnrailway,https://www.instagram.com/cnrailway/,https://www.pinterest.com/xbowler/canadian-national-railway/
406,Stryker,https://www.facebook.com/strykercareers/,https://twitter.com/strykercomm,https://www.instagram.com/strykercareers/?hl=it,
407,Nokia,https://www.facebook.com/nokia/,https://twitter.com/nokia,https://www.instagram.com/nokia/,
408,Mitsubishi Electric,https://www.facebook.com/MitsubishiElectric/,https://twitter.com/me_europe,https://www.instagram.com/mitsubishielectric/?hl=it,https://www.pinterest.it/pin/462956036695843795/
409,Nissan Motor,https://it-it.facebook.com/NissanItalia/,https://twitter.com/nissanmotor,https://www.instagram.com/nissan/,https://www.pinterest.it/nismosportmag/
410,Tata Steel,https://www.facebook.com/TataSteelLtd/,https://twitter.com/tatasteelltd,https://www.instagram.com/tatasteelltd/,https://www.pinterest.com/bareitall/tata-steel/
411,Heineken,https://it-it.facebook.com/public/Heineken,https://twitter.com/heineken,https://www.instagram.com/theheinekencompany/?hl=it,
412,BAE Systems,https://www.facebook.com/BAESystemsplc/,https://twitter.com/baesystemsplc,https://www.instagram.com/baesystems/?hl=it,https://www.pinterest.com/jquattrocchi/bae-systems/
413,Etisalat,https://www.facebook.com/etisalatuae/,https://twitter.com/etisalat,https://www.instagram.com/etisalatuae/,https://www.pinterest.it/pin/23714335512103263/
414,BT Group,https://it-it.facebook.com/btgroup.it/,https://twitter.com/btgroup,https://www.instagram.com/btgroup/?hl=it,https://www.pinterest.it/pin/78390849751509497/
415,CTBC Financial,https://m.facebook.com/profile.php?id=106863289343899,https://mobile.twitter.com/ctbc_canada,https://www.instagram.com/ctbc.financial.park/?hl=it,https://www.pinterest.com/pin/458663543304676272/
416,Novatek,https://it-it.facebook.com/novatekworld/,https://twitter.com/search?q=%23Novatek,https://www.instagram.com/novateksrl/,https://www.pinterest.it/pin/530158187385957082/
417,Greenland Holdings Group,https://ms-my.facebook.com/story.php?story_fbid=10159553985230630&id=27917365629&m_entstream_source=permalink,https://twitter.com/greenlandcanada,https://www.instagram.com/greenlandgroup/,https://www.pinterest.it/pin/838936236823979519/
418,RWE Group,https://www.facebook.com/rwegroupitalia/,https://twitter.com/rwe_ag,https://www.instagram.com/rwe_group/?hl=it,https://www.pinterest.com/t2r3b2m/rwe/
419,Daikin Industries,https://it-it.facebook.com/DaikinItaly/,https://twitter.com/search?q=%23DAIKIN,https://www.instagram.com/explore/locations/249926952/daikin-industries-ltd-amata-nakorn-chonburi,https://www.pinterest.com/pin/14636767528780127/
420,Aegon,https://www.facebook.com/Aegon/,https://twitter.com/aegon,https://www.instagram.com/aegongroup/,https://www.pinterest.it/pin/383861568221563936/
421,Baidu,https://www.facebook.com/BaiduIncOfficial/,https://twitter.com/baidu_inc,https://www.instagram.com/baiducompany/,https://www.pinterest.com/baiducom/
422,Ericsson,https://it-it.facebook.com/EricssonItalia1918/,https://twitter.com/ericsson,https://www.instagram.com/inside_ericsson/?hl=it,
423,Canon,https://it-it.facebook.com/CanonItaliaSpA/,https://twitter.com/CanonItaliaSpA?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.instagram.com/canonitaliaspa/,https://www.pinterest.it/benettonmoreno/canon/
424,Lennar,https://www.facebook.com/Lennar/,https://twitter.com/lennar,https://www.instagram.com/lennarhomes/?hl=it,https://www.pinterest.com/lennarhomes/
425,Bank of Nanjing,https://ms-my.facebook.com/places/Bank-di-Nanjing-China/115073811842312/133576170041936/,https://twitter.com/fattoquotidiano/status/1559824991625125888,https://www.instagram.com/explore/locations/269763881/thailand/bangkok-thailand/bank-of-china/?hl=it,https://www.pinterest.it/pin/571535008963839563/
426,Philips,https://it-it.facebook.com/PhilipsItalia/,https://twitter.com/philipsitalia,https://www.instagram.com/philipsitalia/,https://nl.pinterest.com/philipsglobal/
427,Keurig Dr Pepper,https://www.facebook.com/DrPepper/,https://twitter.com/keurigpepper,https://www.instagram.com/keurigdrpepper/?hl=it,
428,China Yangtze Power,https://fr-fr.facebook.com/public?query=China+Yangtze+Power&nomc=0,https://twitter.com/ft/status/1179040560964931595,https://www.instagram.com/p/BiFyae4Ah4o/?utm_source=ig_embed,
429,DNB Bank,https://www.facebook.com/dnb/,https://twitter.com/dnb_bank,https://www.instagram.com/dnb_bank/,https://www.pinterest.it/pin/379780181071067912/
430,Emerson Electric,https://www.facebook.com/EmersonCorporate/,https://twitter.com/emerson_news,https://www.instagram.com/emerson_ede/?hl=it,
431,Imperial Brands,https://www.facebook.com/public/Imperial-Brands,https://twitter.com/imperialbrands,https://www.instagram.com/lifeatimperialbrands/?hl=it,https://www.pinterest.com/pin/imperial-brands-logo--268456827776847603/
432,Boeing,https://www.facebook.com/Boeing/,https://twitter.com/boeing,https://www.instagram.com/boeing/,
433,General Mills,https://www.facebook.com/GeneralMills/,https://twitter.com/generalmills,https://www.instagram.com/generalmills/,https://www.pinterest.com/genmills/
434,Axis Bank,https://www.facebook.com/axisbank/,https://twitter.com/axisbank,https://www.instagram.com/axis_bank/?hl=it,https://www.pinterest.com/axisbank/
435,National Bank of Canada,https://www.facebook.com/nationalbanknetworks/,https://twitter.com/nationalbank/,https://www.instagram.com/nationalbankofcanada/?hl=it,https://www.pinterest.com/pin/253679391490067623/
436,The Estée Lauder Companies,https://it-it.facebook.com/esteelaudercompanies/,https://twitter.com/elcompanies,https://www.instagram.com/esteelaudercompanies/,https://www.pinterest.com/esteelauder/
437,CNH Industrial,https://it-it.facebook.com/CNHIndustrial/,https://twitter.com/cnhindustrial,https://www.instagram.com/cnhitrade/,https://www.pinterest.com/pin/400820435590350359/
438,Fairfax Financial,https://m.facebook.com/pages/category/Local-Business/Fairfax-Financial-Group-590865340952235/,https://twitter.com/ffh_to,https://www.instagram.com/fairfaxfinancial/?hl=it,https://www.pinterest.com/pin/471822498437828910/
439,Adidas,https://www.facebook.com/adidas/,https://twitter.com/adidas,https://www.instagram.com/adidas/,https://it.pinterest.com/adidas/
440,Michelin Group,https://it-it.facebook.com/MichelinItalia/,https://twitter.com/michelin,https://www.instagram.com/michelingroup/,https://www.pinterest.com/michelinguides/
441,Norfolk Southern,https://it-it.facebook.com/norfolksouthern/,https://twitter.com/nscorp,https://www.instagram.com/norfolksouthern/?hl=it,https://www.pinterest.com/norfolksouthern/
442,Principal Financial Group,https://www.facebook.com/PrincipalFinancial/,https://twitter.com/principal,https://www.instagram.com/principal/?hl=it,https://www.pinterest.com/pin/principal-financial-group-tv-commercial-free-cab-rides-and-financial-advice--304767099759871570/
443,Sempra,https://it-it.facebook.com/PoliziaPenitenziariaPerSempre/,https://twitter.com/sempra,https://www.instagram.com/sempra/,
444,Fortum,https://www.facebook.com/FortumSuomi/,https://twitter.com/fortum,https://www.instagram.com/fortum_fi/?hl=it,https://www.pinterest.it/pin/230035493445747795/?amp_client_id=CLIENT_ID(_)&mweb_unauth_id=%7B%7Bdefault.session%7D%7D&simplified=true
445,Grupo Mexico,https://www.facebook.com/gmexico.oficial/,https://twitter.com/gmexico_oficial,https://www.instagram.com/gmexico_oficial/?hl=it,https://www.pinterest.com/grupomxico/
446,D.R. Horton,https://www.facebook.com/DRHorton.Homes/,https://twitter.com/drhorton,https://www.instagram.com/drhorton/?hl=it,https://www.pinterest.com/drhortonhomes/
447,L3Harris Technologies,https://it-it.facebook.com/L3HarrisTechnologies/,https://twitter.com/l3harristech,https://www.instagram.com/l3harristech/?hl=it,
448,Naspers,https://www.facebook.com/Naspers/,https://twitter.com/naspers,https://www.instagram.com/nasperslabs/?hl=it,https://www.pinterest.com/ecommerce0610/
449,Standard Bank Group,https://it-it.facebook.com/standardbankgrp/,https://twitter.com/sbgroup,https://www.instagram.com/standardbankgrp/,https://za.pinterest.com/standardbank/
450,TC Energy,https://www.facebook.com/TCEnergyCorporation/,https://twitter.com/tcenergy,https://www.instagram.com/tcenergy/,
451,Norilsk Nickel,https://it-it.facebook.com/Stop-Norilsk-Nickel-Pollution-111237232284555/,https://twitter.com/nornickelgroup,https://www.instagram.com/nornickelfc/,https://www.pinterest.com/pin/385339311860467145/
452,Naturgy Energy Group,https://www.facebook.com/Naturgy/,https://twitter.com/naturgy,https://www.instagram.com/naturgy/,
453,Henkel,https://it-it.facebook.com/henkel/,https://twitter.com/henkel,https://www.instagram.com/henkel/,
454,MediaTek,https://www.facebook.com/MediaTek/,https://twitter.com/mediatek,https://www.instagram.com/mediatek_inc/,https://www.pinterest.it/pin/255016397626574137/
455,Recruit Holdings,https://www.facebook.com/ZhuShiHuiSherikurutoRecruitCoLtd/,https://twitter.com/recruit_hd,https://www.instagram.com/therecruitgroup/,https://www.pinterest.com/pin/588564245067374848/
456,Hengli Petrochemical,https://it-it.facebook.com/public/Hengli-Petrochemical-International-Pte-Ltd?id=100000200548659&sk=photos,https://twitter.com/h2_view/status/1308416934690590723,https://www.instagram.com/hengliipy/,https://www.pinterest.com/pin/598204763005070893/
457,Xcel Energy,https://www.facebook.com/xcelenergy/,https://twitter.com/xcelenergy,https://www.instagram.com/xcelenergy/,https://www.pinterest.com/xcelenergy/
458,Corteva,https://it-it.facebook.com/CortevaIT/,https://twitter.com/cortevait,https://www.instagram.com/corteva/,https://www.pinterest.com/pin/550776229426507772/
459,Synchrony Financial,https://www.facebook.com/SynchronyFinancial/,https://twitter.com/synchrony,https://www.instagram.com/synchrony/,https://www.pinterest.com/Synchrony/
460,Toyota Tsusho,https://m.facebook.com/profile.php?id=106285792740972,https://twitter.com/tsusho,https://www.instagram.com/toyotatsushooficial/?hl=it,https://www.pinterest.com/pin/95349717101128649/
461,Toyota Industries,https://www.facebook.com/ToyotaIndustriesGroup/,https://twitter.com/toyotamotorcorp,https://www.instagram.com/toyota/?hl=it,https://www.pinterest.com/zahid2382/toyota/
462,AstraZeneca,https://m.facebook.com/AstraZeneca/,https://twitter.com/astrazeneca,https://www.instagram.com/astrazeneca/,https://www.pinterest.com/pin/270778996336903573/
463,Sunac China Holdings,https://ne-np.facebook.com/CGTNGlobalBusiness/posts/sunac-china-holdings-limited-announced-on-friday-that-it-had-disposed-of-about-5/1952625304908613/,https://twitter.com/search?q=%23Sunac,https://www.bloomberg.com/profile/company/1918:HK,https://www.pinterest.com/pin/845691636263697483/
464,China Evergrande Group,https://m.facebook.com/profile.php?id=103753546330317,https://twitter.com/search?q=%23evergrande,https://www.instagram.com/evergrandegroup/,
465,Bridgestone,https://it-it.facebook.com/Bridgestone.Italia/,https://twitter.com/bridgestone,https://www.instagram.com/bridgestonetires/?hl=it,https://www.pinterest.it/redazioneweb/pneumatici-bridgestone/
466,Emirates NBD,https://www.facebook.com/EmiratesNBD/,https://twitter.com/emiratesnbd_ae,https://www.instagram.com/emiratesnbd_ae/,https://www.pinterest.com/mohamedhadialhussaini1/emirates-nbd-bank-dubai/
